road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,2,20211021,Regional,7330,9024.436171
0000005-GREAT WESTERN HIGHWAY,3,3,20151010,State,7331,842.8264293
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,2,20161108,State,7332,1608.379351
"0007331-TODMAN AV,DONCASTER AV",1,3,20211009,Regional,7333,2466.708878
"0000284-TUMBARUMBA RD,LITTLE BILLABONG RD",1,2,20160123,State,7334,3699.794214
0000028-CARNARVON HIGHWAY,1,4,20140225,State,7335,1719.341574
"0000261-MOSS VALE RD,SHEEPWASH RD,KANGALOON RD",1,3,20160304,State,7336,2924.936178
"0007166-ST MARYS RD,STONY CREEK RD",1,1,20210925,Regional,7337,843.531631
0000002-HUME HIGHWAY,1,1,20140918,State,7338,120.4722625
0007705-NORTH STAR RD,1,2,20220525,Regional,7339,10324.22866
0000007-MITCHELL HIGHWAY,3,2,20201025,State,7340,31497.12789
"0000256-ABERCROMBIE RD,TARALGA RD",1,3,20211123,Regional,7341,183.3161594
"0000079-BRAIDWOOD RD,GOULBURN RD",1,2,20151202,State,7342,7226.990101
"0000194-GENERAL HOLMES DR,THE GRAND PDE",1,3,20160225,State,7343,1692.688067
0000009-NEW ENGLAND HIGHWAY,9,4,20151013,State,7344,237.5995504
0000690-NORWEST BVD,1,,20170206,State,7345,602.6130067
"0000683-RESERVOIR RD,BALMORAL ST,THIRD AV",1,3,20161110,State,7346,3020.762935
"0000599-EASTERN VALLEY WAY,MILLER ST,STRATHALLEN AV",1,3,20161128,State,7347,241.3844874
"0000564-BERRIGAN RD,JERILDERIE RD",1,4,20211118,Regional,7348,7397.179643
0000009-NEW ENGLAND HIGHWAY,2,2,20211102,State,7349,3493.174157
0000005-GREAT WESTERN HIGHWAY,1,1,20151010,State,7350,120.3505547
"0000574-KISSING POINT RD,STEWART ST,RUTLEDGE ST",1,2,20161121,State,7351,481.5371359
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,2,20150109,State,7352,8698.65521
0000404-DOWLING TRK,1,3,20220115,Regional,7353,13403.74936
0000022-SILVER CITY HIGHWAY,1,3,20140910,State,7354,5385.23484
0000014-STURT HIGHWAY,2,3,20201029,State,7355,21878.36477
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,1,20150922,State,7356,3502.141361
0006011-HUNTER EXPRESSWAY,1,4,20150109,State,7357,3462.10266
0000027-GOLDEN HIGHWAY,2,1,20201212,State,7358,3554.364747
0006006-M1 PRINCES MOTORWAY,2,3,20141221,State,7359,10942.08141
0000090-THE BUCKETTS WAY,1,3,20220429,Regional,7360,4486.631191
0000622-MT LINDESAY RD,1,1,20220528,Regional,7361,28650.53172
0000029-KAMILAROI HIGHWAY,2,3,20150923,State,7362,6991.605091
"0002058-WICKS RD,GOULDING RD",1,3,20211017,Regional,7363,1856.522416
0007338-ERNEST ST,1,4,20211019,Regional,7364,361.1326368
0000019-MONARO HIGHWAY,1,2,20150512,State,7365,3740.181987
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",4,2,20150109,State,7366,119.2000691
0000006-MID WESTERN HIGHWAY,1,1,20140901,State,7367,10441.46865
0000056-LACHLAN VALLEY WAY,1,4,20150218,State,7368,1582.475635
"0002014-BRIGHTON AV,BEAMISH ST",1,5,20211005,Regional,7369,242.0390151
"0002019-KURRABA RD,SPOFFORTH ST,HIGH ST",1,3,20211019,Regional,7370,1207.051151
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",1,4,20150910,State,7371,1042.401496
0000017-NEWELL HIGHWAY,2,1,20150221,State,7372,3469.786808
0000010-PACIFIC HIGHWAY,15,3,20211113,State,7373,3465.914209
0000396-WARRUMBUNGLES WAY,1,2,20211221,Regional,7374,7642.760045
"0000068-POONCARIE RD,BOURKE WILCANNIA RD,WEST WILCANNIA RD",1,5,20211107,Regional,7375,362.1904762
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,2,20151203,State,7376,29081.06132
0000160-OLD NORTHERN RD,1,2,20160114,State,7377,8332.931125
0000011-OXLEY HIGHWAY,1,2,20201209,State,7378,3403.093139
0000239-HENRY LAWSON WAY,1,3,20211022,Regional,7379,3872.384806
0000001-PRINCES HIGHWAY,1,3,20150320,State,7380,6164.113595
"0000184-BELLS LINE OF RD,WINDSOR RD",2,4,20151130,State,7381,479.9456552
"0007121-MARION ST,BIRDWOOD RD,HAIG AV",1,3,20211002,Regional,7382,2410.833089
0000090-THE BUCKETTS WAY,1,2,20220406,Regional,7383,14171.11644
"0000065-BANGALOW RD,LISMORE RD,HINTERLAND WAY",1,3,20151009,State,7384,2282.687482
"0000169-BEXLEY RD,BAY ST",1,3,20160225,State,7385,120.654766
"0007163-JERSEY RD,COPELAND RD",1,4,20210921,Regional,7386,1202.497974
0000010-PACIFIC HIGHWAY,9,3,20211113,State,7387,3515.682881
"0007083-ELIZABETH ST,CHALMERS ST",1,3,20211019,Regional,7388,690.8126969
0000009-NEW ENGLAND HIGHWAY,2,2,20211101,State,7389,14114.3932
"0000166-BURNS BAY RD,CENTENNIAL AV",1,4,20161123,State,7390,1813.192958
0000005-GREAT WESTERN HIGHWAY,1,2,20151010,State,7391,2407.691473
0000187-YETMAN RD,1,2,20220520,Regional,7392,13842.09383
"0000349-EMPIRE BAY DR,BRISBANE WATER DR,MANNS RD",2,3,20150106,State,7393,2527.325251
"0000095-PICTON RD,MT OUSLEY RD",1,3,20150206,State,7394,5705.612211
0000027-GOLDEN HIGHWAY,2,2,20201212,State,7395,3542.807838
0000421-KIDMAN WAY,1,1,20140906,State,7396,117.7232921
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,2,20150110,State,7397,1564.825428
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",1,1,20150219,State,7398,4630.384374
0000009-NEW ENGLAND HIGHWAY,2,2,20211101,State,7399,6993.564572
0000078-OLYMPIC HIGHWAY,3,3,20140926,State,7400,1206.825753
0000384-TUMBARUMBA RD,1,2,20211029,Regional,7401,3686.635968
0000007-MITCHELL HIGHWAY,3,3,20201025,State,7402,3490.671995
"0000062-BUNNAN RD,SCONE RD",1,4,20220506,Regional,7403,1004.136646
"0000256-ABERCROMBIE RD,TARALGA RD",1,2,20211122,Regional,7404,3625.738173
0000011-OXLEY HIGHWAY,1,2,20201209,State,7405,7034.239199
"0000092-NERRIGA RD,BRAIDWOOD RD",1,2,20211202,Regional,7406,22619.53248
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,4,20161108,State,7407,846.2773921
0000010-PACIFIC HIGHWAY,9,3,20211113,State,7408,3415.620836
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,3,20151208,State,7409,241.177543
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",1,3,20150910,State,7410,3853.445319
"0000145-CASINO CORAKI RD,WOODBURN CORAKI RD",1,3,20220704,Regional,7411,3430.582773
0000535-ELIZABETH DR,1,3,20160203,State,7412,241.9325462
0000397-WAKEHURST PWY,2,3,20130924,State,7413,2407.885951
0006003-M1 PACIFIC MOTORWAY,1,3,20160309,State,7414,13451.15752
0000008-BARRIER HIGHWAY,1,2,20211210,State,7415,10575.53015
0000648-COWPASTURE RD,2,3,20160202,State,7416,4716.887451
0000154-THE NORTHERN ROAD,1,3,20161102,State,7417,8232.265921
0000391-BARMAH RD,1,2,20211109,Regional,7418,10877.87942
0000016-BRUXNER HIGHWAY,1,1,20140218,State,7419,2051.522081
0007511-BELUBULA WAY,1,3,20220203,Regional,7420,405.1425153
0000030-CENTRAL COAST HIGHWAY,1,3,20201210,State,7421,841.2981338
0000012-GWYDIR HIGHWAY,2,2,20210430,State,7422,3453.966686
"0000159-PITTWATER RD,SYDNEY RD",4,2,20161130,State,7423,1135.297909
"0007309-KINGSGROVE RD,CROYDON RD",3,3,20211008,Regional,7424,1039.152003
"0000240-ARDLETHAN RD,COOLAMON RD",1,3,20211029,Regional,7425,3661.661364
"0007152-VARDYS RD,JOHNSON AV,STATION RD",1,2,20210923,Regional,7426,1783.106585
0000021-COBB HIGHWAY,1,4,20140903,State,7427,477.9062996
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,7428,2047.858804
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,3,20211105,Regional,7429,3590.57919
0007711-RUSHES CREEK RD,1,2,20220510,Regional,7430,6897.145514
0000354-THE MCGRANE WAY,1,2,20220202,Regional,7431,3574.127365
0000004-SNOWY MOUNTAINS HIGHWAY,2,1,20201110,State,7432,11125.17221
"0000240-ARDLETHAN RD,COOLAMON RD",1,3,20211029,Regional,7433,977.7198296
"0000609-THE HORSLEY DR,VICTORIA ST",2,3,20161107,State,7434,1204.04776
0000012-GWYDIR HIGHWAY,2,4,20210430,State,7435,1150.370287
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,1,20151203,State,7436,6854.212989
"0000178-NARELLAN RD,CAMDEN VALLEY WAY",1,,20160129,State,7437,362.6515374
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,7438,3446.486733
0000010-PACIFIC HIGHWAY,15,4,20211115,State,7439,463.4133946
0000002-HUME HIGHWAY,2,4,20140918,State,7440,3674.755728
0000005-GREAT WESTERN HIGHWAY,13,3,20130921,State,7441,838.5952109
0000001-PRINCES HIGHWAY,5,3,20150320,State,7442,8512.354178
0000020-RIVERINA HIGHWAY,1,3,20160123,State,7443,3699.526463
0000185-LAWRENCE HARGRAVE DRIVE,1,3,20150210,State,7444,94.91791406
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,3,20150921,State,7445,114.920819
"0000085-BATLOW RD,JINGELLIC RD",1,1,20160123,State,7446,4930.210062
"0000323-OAKLANDS RD,COROWA RD,JERILDERIE OAKLANDS RD",1,2,20211104,Regional,7447,4053.601398
"0000164-PITTWATER RD,BARRENJOEY RD",1,2,20161123,State,7448,240.6804384
"0000182-SACKVILLE FERRY RD,SACKVILLE RD,WILBERFORCE RD",1,3,20151211,State,7449,4215.197489
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",2,3,20220506,Regional,7450,3512.200225
0000310-CANOWINDRA RD,1,3,20150218,State,7451,2890.940112
"0000664-SYDENHAM RD,LIVINGSTONE RD,RAILWAY TCE",1,1,20170130,State,7452,603.8612336
"0007623-MOGILLA RD,CANDELO WOLUMLA RD",2,3,20211215,Regional,7453,624.7768635
0000462-BRUXNER WAY,1,2,20220524,Regional,7454,3431.824834
0000160-OLD NORTHERN RD,1,3,20160114,State,7455,8444.20702
0000622-MT LINDESAY RD,1,1,20220528,Regional,7456,5004.207644
0007211-BOURKE ST,1,3,20210925,Regional,7457,478.0266837
"0000162-MONA VALE RD,LANE COVE RD,RYDE RD",1,3,20150126,State,7458,483.2656933
0007521-KIACATOO RD,1,3,20220205,Regional,7459,10502.99361
0000334-COONABARABRAN RD,1,3,20150914,State,7460,3538.786613
0000017-NEWELL HIGHWAY,1,2,20150220,State,7461,3653.229856
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,1,20150110,State,7462,2887.17527
"0000584-OLD COOMA RD,COOMA ST",2,3,20211119,Regional,7463,861.3844979
"0000370-ALBURY RD,KYWONG HOWLONG RD,LOCKHART RD",1,2,20211111,Regional,7464,15226.27863
0000051-KINGS HIGHWAY,1,3,20210226,State,7465,981.1246677
"0007519-MENDOORAN RD,FOREST RD",1,2,20220201,Regional,7466,7093.553562
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,1,20211117,Regional,7467,7409.536884
"0000323-OAKLANDS RD,COROWA RD,JERILDERIE OAKLANDS RD",1,3,20211104,Regional,7468,10939.08991
"0000650-CITY WEST LINK RD,FREDERICK ST,DOBROYD PDE",1,3,20151210,State,7469,133.5631632
0000002-HUME HIGHWAY,2,2,20140918,State,7470,3535.229234
"0000068-POONCARIE RD,BOURKE WILCANNIA RD,WEST WILCANNIA RD",1,4,20211107,Regional,7471,3624.039482
"0007760-NARARA VALLEY DR,RAILWAY CR",1,3,20220419,Regional,7472,2996.769797
0000017-NEWELL HIGHWAY,1,1,20150220,State,7473,10304.14821
0000512-HEATHCOTE RD,1,4,20160203,State,7474,1934.317288
0000647-BRINGELLY RD,1,3,20161103,State,7475,1446.276368
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",2,2,20211111,Regional,7476,3689.387219
0007054-MARRICKVILLE RD,1,3,20211020,Regional,7477,550.073487
0000056-LACHLAN VALLEY WAY,2,1,20150218,State,7478,3595.766365
0000018-CASTLEREAGH HIGHWAY,1,2,20150914,State,7479,3592.232517
0007716-COME BY CHANCE RD,1,4,20220401,Regional,7480,3482.026706
0007737-CRESCENT HEAD RD,1,3,20220628,Regional,7481,979.7743372
0000021-COBB HIGHWAY,1,2,20140903,State,7482,3763.113504
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",2,2,20220506,Regional,7483,3511.052795
"0007035-VANESSA ST,TOORONGA TCE,COMMERCIAL RD",1,4,20211008,Regional,7484,1480.3342
0000056-LACHLAN VALLEY WAY,1,2,20150218,State,7485,1450.896549
"0007167-FORRESTER RD,GLOSSOP ST",1,3,20210921,Regional,7486,2582.784126
0000001-PRINCES HIGHWAY,3,3,20150320,State,7487,7450.996918
"0000125-URANA RD,MAHONGA RD",1,4,20211110,Regional,7488,1110.726642
0000622-MT LINDESAY RD,1,4,20220528,Regional,7489,913.469771
"0000543-MILLWOOD RD,THE ROCK COLLINGULLIE RD,MUNDOWY LANE",1,3,20211029,Regional,7490,245.143514
0000017-NEWELL HIGHWAY,1,3,20150220,State,7491,7322.73967
"0000594-WATTLE ST,ABERCROMBIE ST,FIG ST",1,3,20151127,State,7492,2054.925066
0000017-NEWELL HIGHWAY,2,3,20150221,State,7493,17976.24331
0000002-HUME HIGHWAY,1,2,20140918,State,7494,482.0647154
0000012-GWYDIR HIGHWAY,2,3,20210430,State,7495,3450.707963
0000102-MORPETH RD,1,3,20220406,Regional,7496,5291.323614
"0000164-PITTWATER RD,BARRENJOEY RD",1,3,20161123,State,7497,362.5865107
0007736-SCOTTS HEAD RD,1,2,20220628,Regional,7498,3496.618381
0000007-MITCHELL HIGHWAY,3,4,20210217,State,7499,946.4361591
"0000151-ORARA WAY,CORAMBA RD",1,2,20220629,Regional,7500,578.7153838
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,7501,3553.448836
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",2,,20161104,State,7502,120.5311558
"0000395-LYONS RD,GREAT NORTH RD",1,4,20161123,State,7503,120.9568828
0000006-MID WESTERN HIGHWAY,2,3,20140902,State,7504,728.0963455
0000010-PACIFIC HIGHWAY,7,3,20211022,State,7505,1982.29824
0000010-PACIFIC HIGHWAY,3,2,20211022,State,7506,3120.205791
"0000609-THE HORSLEY DR,VICTORIA ST",4,2,20161107,State,7507,1204.28127
"0000151-ORARA WAY,CORAMBA RD",1,5,20220629,Regional,7508,579.4612305
0000027-GOLDEN HIGHWAY,2,3,20201212,State,7509,16782.26134
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,2,20150922,State,7510,17561.37572
"0000184-BELLS LINE OF RD,WINDSOR RD",1,2,20161124,State,7511,96.39368054
"0000081-SILVERTON RD,WILANGEE RD",1,3,20220112,Regional,7512,2490.213258
0007515-WARREN RD,1,3,20220209,Regional,7513,10580.19131
0000014-STURT HIGHWAY,4,3,20160118,State,7514,610.9191305
0000154-THE NORTHERN ROAD,1,3,20161102,State,7515,1087.568909
0000021-COBB HIGHWAY,1,5,20140902,State,7516,608.6841741
0007705-NORTH STAR RD,1,3,20220525,Regional,7517,19287.22447
0000009-NEW ENGLAND HIGHWAY,2,4,20211101,State,7518,116.9381384
0000094-WAKOOL RD,1,3,20211109,Regional,7519,3688.08898
0000021-COBB HIGHWAY,1,2,20140915,State,7520,3556.717402
0000017-NEWELL HIGHWAY,2,2,20150221,State,7521,9049.749472
0000165-WESTERN DISTRIBUTOR,2,3,20161124,State,7522,7476.689014
"0000091-MT DARRAGH RD,CATHCART RD",1,2,20211124,Regional,7523,3746.478244
0002105-THE HORSLEY DR,2,3,20210923,Regional,7524,805.5741917
0000056-LACHLAN VALLEY WAY,2,1,20150218,State,7525,3600.428123
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,4,20211105,Regional,7526,7185.383716
0000648-COWPASTURE RD,1,3,20160202,State,7527,7134.695275
0000005-GREAT WESTERN HIGHWAY,2,3,20151010,State,7528,842.2071894
"0000321-KIDMAN WAY,RANKINS SPRINGS RD",3,2,20211030,Regional,7529,3638.048899
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",3,3,20211023,Regional,7530,10315.65652
0000078-OLYMPIC HIGHWAY,1,2,20140930,State,7531,17084.96301
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",3,1,20220212,Regional,7532,3513.765808
0007001-THE BOULEVARDE,1,3,20211007,Regional,7533,2359.378399
0000009-NEW ENGLAND HIGHWAY,2,4,20211103,State,7534,2090.668411
0000334-COONABARABRAN RD,1,3,20150914,State,7535,472.5936967
0000136-WELLINGTON VALE RD,1,2,20220527,Regional,7536,3558.790207
0000017-NEWELL HIGHWAY,2,3,20150221,State,7537,55807.28011
"0007243-YARRARA RD,THE ESPLANADE,MALSBURY RD",1,3,20211016,Regional,7538,6378.675996
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,7539,1192.587283
0000386-SWAN HILL RD,1,3,20211105,Regional,7540,18207.18206
0000005-GREAT WESTERN HIGHWAY,3,4,20151010,State,7541,361.1608917
0000025-ILLAWARRA HIGHWAY,3,3,20210227,State,7542,4739.531896
0000001-PRINCES HIGHWAY,3,2,20150320,State,7543,13977.68469
"0000245-FOREST RD,MILLTHORPE RD",1,3,20150325,State,7544,361.0348642
0000027-GOLDEN HIGHWAY,2,3,20201212,State,7545,21260.01539
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,7546,961.5692057
0000017-NEWELL HIGHWAY,1,2,20150220,State,7547,27696.65745
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,3,20160113,State,7548,222.0851068
0007521-KIACATOO RD,1,3,20220205,Regional,7549,43108.03861
0000089-TOMINGLEY ROAD,1,3,20220202,Regional,7550,1781.129111
"0000253-JENOLAN CAVES RD,O'CONNELL RD,EDITH RD",2,1,20151130,State,7551,360.6349372
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",2,1,20151130,State,7552,3601.303304
"0000693-LENORE DR,OLD WALLGROVE RD",1,3,20161107,State,7553,3612.608833
0000020-RIVERINA HIGHWAY,1,2,20160123,State,7554,9838.588413
0007159-POWER ST,1,3,20211001,Regional,7555,1313.527708
0000335-WYONG RD,1,3,20150107,State,7556,1795.559771
"0007222-POLDING ST,RESTWELL RD,FAIRFIELD RD",1,4,20211002,Regional,7557,604.9317848
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",1,1,20150217,State,7558,3595.42344
"0000261-MOSS VALE RD,SHEEPWASH RD,KANGALOON RD",1,1,20160304,State,7559,3659.087596
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,1,20211023,Regional,7560,3657.87491
0000411-TIPPING WAY,1,5,20220205,Regional,7561,839.5181528
"0000545-BROKEN HEAD RD,BYRON BAY RD,THE COAST RD",1,2,20220601,Regional,7562,1257.731102
"0000328-WARRINGAH RD,BOUNDARY ST",1,2,20161130,State,7563,2046.098853
"0000270-CAPTAINS FLAT RD,COOMA RD",1,2,20211119,Regional,7564,8109.702227
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",2,2,20140114,State,7565,2414.207668
0000010-PACIFIC HIGHWAY,15,3,20211113,State,7566,13716.73068
0000016-BRUXNER HIGHWAY,2,1,20140218,State,7567,12994.11427
0000018-CASTLEREAGH HIGHWAY,3,2,20150925,State,7568,5737.419592
"0000151-ORARA WAY,CORAMBA RD",1,1,20220629,Regional,7569,6955.090127
"0000152-LAWRENCE RD,YAMBA RD",1,3,20220701,Regional,7570,1952.059666
"0000349-EMPIRE BAY DR,BRISBANE WATER DR,MANNS RD",1,4,20150106,State,7571,1200.801831
0000056-LACHLAN VALLEY WAY,2,2,20150218,State,7572,3501.541898
"0000658-O'RIORDAN ST,JOYCE DR",2,2,20160225,State,7573,604.5404291
"0007231-KING RD,AVOCA RD",3,3,20210920,Regional,7574,2177.168172
"0000211-HOLBROOK RD,HOLBROOK WAGGA RD",1,2,20211117,Regional,7575,7493.668132
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",3,2,20220207,Regional,7576,4766.031291
0000018-CASTLEREAGH HIGHWAY,1,4,20150925,State,7577,1106.685088
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,4,20150921,State,7578,461.9238709
"0007223-HAMILTON RD,LAWSON ST",1,3,20210923,Regional,7579,1204.598809
"0000184-BELLS LINE OF RD,WINDSOR RD",4,3,20151203,State,7580,3859.01932
0000078-OLYMPIC HIGHWAY,3,1,20140926,State,7581,3630.978365
0000359-PEABODY RD,1,3,20150325,State,7582,1846.929452
0000603-CARNLEY AV,1,3,20220503,Regional,7583,2102.501
"0000068-POONCARIE RD,BOURKE WILCANNIA RD,WEST WILCANNIA RD",2,3,20211107,Regional,7584,8535.019931
0000011-OXLEY HIGHWAY,1,2,20201209,State,7585,3519.67236
0000361-CLARENCE WAY,1,3,20220704,Regional,7586,1481.319992
0000383-PILLIGA RD,1,2,20220330,Regional,7587,3491.526177
"0000095-PICTON RD,MT OUSLEY RD",1,4,20141221,State,7588,121.1706588
0000355-TROUT FARM RD,1,4,20211110,Regional,7589,1731.965704
0000279-GOCUP RD,1,4,20160124,State,7590,857.5997363
"0000632-BRADFIELD HWY,WESTERN DSTR",1,4,20151127,State,7591,256.6106388
0000005-GREAT WESTERN HIGHWAY,1,2,20151010,State,7592,240.9248498
0000010-PACIFIC HIGHWAY,15,3,20211113,State,7593,8791.91938
0000018-CASTLEREAGH HIGHWAY,1,4,20150914,State,7594,961.4156475
0000679-TWEED VALLEY WAY,2,3,20220530,Regional,7595,453.1094067
"0000525-GENERAL SAN MARTIN DR,WEST HEAD RD",1,2,20161125,State,7596,16043.58892
0000022-SILVER CITY HIGHWAY,2,1,20140911,State,7597,13800.16751
0000005-GREAT WESTERN HIGHWAY,8,2,20130921,State,7598,1204.819807
"0007635-WILSON DR,WEST PDE,THIRLMERE WAY",1,3,20211213,Regional,7599,3645.778353
"0000349-EMPIRE BAY DR,BRISBANE WATER DR,MANNS RD",3,3,20150106,State,7600,359.7622936
"0000065-BANGALOW RD,LISMORE RD,HINTERLAND WAY",1,2,20151009,State,7601,3190.154958
"0007638-COLLECTOR RD,GUNDAROO ST",1,2,20211122,Regional,7602,2116.978655
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,2,20211122,Regional,7603,7362.182313
0000421-KIDMAN WAY,1,3,20140906,State,7604,3504.265433
0000462-BRUXNER WAY,1,1,20220524,Regional,7605,10279.53263
"0000245-FOREST RD,MILLTHORPE RD",1,3,20150325,State,7606,963.0734742
0007716-COME BY CHANCE RD,1,3,20220401,Regional,7607,18846.73454
"0000333-CARINDA RD,CUMBERDOON WAY",1,4,20220117,Regional,7608,476.1088215
0000002-HUME HIGHWAY,1,2,20140918,State,7609,11939.95708
0000001-PRINCES HIGHWAY,3,4,20150320,State,7610,869.8249126
"0000166-BURNS BAY RD,CENTENNIAL AV",1,3,20161123,State,7611,362.666631
0000056-LACHLAN VALLEY WAY,2,4,20150218,State,7612,1200.18664
0000012-GWYDIR HIGHWAY,2,3,20210430,State,7613,11256.98213
0000002-HUME HIGHWAY,1,2,20140918,State,7614,1446.702837
"0007207-SPINKS RD,FREEMANS REACH RD,TERRACE RD",1,3,20211006,Regional,7615,2402.786218
0000006-MID WESTERN HIGHWAY,2,2,20140901,State,7616,10841.64448
0000174-MCCARRS CREEK RD,1,2,20161201,State,7617,8794.422047
0000016-BRUXNER HIGHWAY,1,3,20140218,State,7618,1937.314601
0000001-PRINCES HIGHWAY,2,3,20150320,State,7619,18931.43137
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",1,1,20211123,Regional,7620,3646.093734
0000007-MITCHELL HIGHWAY,2,2,20210217,State,7621,7140.034108
0000005-GREAT WESTERN HIGHWAY,8,2,20130921,State,7622,1202.743807
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",1,2,20150107,State,7623,134.7980848
0000014-STURT HIGHWAY,2,2,20201029,State,7624,3639.326303
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,3,20150110,State,7625,1203.78581
0000576-DARBYS FALLS RD,1,4,20220203,Regional,7626,1089.207784
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",2,3,20140114,State,7627,484.3934346
"0007222-POLDING ST,RESTWELL RD,FAIRFIELD RD",1,3,20210110,Regional,7628,6625.06514
"0007626-THE SNOWY RIVER WAY,BARRY WAY",1,3,20211216,Regional,7629,11193.27916
0000381-JUGIONG RD,1,5,20211022,Regional,7630,610.1326153
0000022-SILVER CITY HIGHWAY,2,1,20140911,State,7631,6988.953708
0000017-NEWELL HIGHWAY,2,1,20150221,State,7632,24742.67668
"0000184-BELLS LINE OF RD,WINDSOR RD",1,2,20151130,State,7633,1323.24141
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,4,20211103,Regional,7634,7340.648747
"0000081-SILVERTON RD,WILANGEE RD",2,2,20220112,Regional,7635,3663.801115
0000679-TWEED VALLEY WAY,2,4,20220530,Regional,7636,412.4934893
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,7637,28027.01874
"0000108-NELSON BAY RD,CORMORANT RD",4,3,20150108,State,7638,1384.469989
0000135-GUYRA RD,1,1,20220517,Regional,7639,9272.10505
0000021-COBB HIGHWAY,1,3,20140903,State,7640,21494.77761
0000005-GREAT WESTERN HIGHWAY,2,,20130921,State,7641,4331.399754
0000590-GEORGE DOWNES DR,1,3,20220420,Regional,7642,480.4266278
0000010-PACIFIC HIGHWAY,6,4,20211023,State,7643,5630.844228
0000051-KINGS HIGHWAY,1,2,20210225,State,7644,22059.34663
0007513-LAKE CARGELLIGO RD,1,2,20220205,Regional,7645,35907.12432
0000007-MITCHELL HIGHWAY,3,4,20201025,State,7646,1155.794108
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",2,3,20151130,State,7647,1439.403454
0000006-MID WESTERN HIGHWAY,1,2,20140901,State,7648,239.960023
"0000284-TUMBARUMBA RD,LITTLE BILLABONG RD",1,1,20160123,State,7649,3690.235909
0007765-LEMON TREE PASSAGE RD,1,3,20220429,Regional,7650,1099.984699
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,2,20150922,State,7651,3627.270524
0000679-TWEED VALLEY WAY,2,3,20220530,Regional,7652,450.4180518
"0000609-THE HORSLEY DR,VICTORIA ST",5,3,20161107,State,7653,481.61462
