road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
"0000705-MITCHELL HWY,SUMMER ST,MOLONG RD",1,4,20210217,State,325,3239.472968
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,2,20211023,Regional,326,12629.59535
"0000651-F1 WARRINGAH FREEWAY, GORE HILL FREEWAY",2,4,20161202,State,327,2530.451318
"0007631-THE WOOL RD,LORALYN AV",1,2,20211214,Regional,328,4400.490403
"0000506-MYALL WAY,MYALL ST",1,3,20220429,Regional,329,2831.822009
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,,20160113,State,330,2531.999868
"0000394-THE SNOWY RIVER WAY,DALGETY RD",1,3,20211124,Regional,331,1362.178373
0006004-M4 WESTERN MOTORWAY,1,,20161121,State,332,481.2030047
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",2,2,20151130,State,333,5765.214244
0007262-BERNERA RD,1,3,20210920,Regional,334,2836.998461
0000507-CARRIGAN RD,1,2,20220403,Regional,335,796.8116881
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",1,2,20150219,State,336,7315.561343
"0000333-CARINDA RD,CUMBERDOON WAY",1,2,20220117,Regional,337,3515.111739
"0000125-URANA RD,MAHONGA RD",1,3,20211110,Regional,338,10247.31845
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,2,20150922,State,339,26601.06496
0000009-NEW ENGLAND HIGHWAY,2,4,20211101,State,340,714.956359
0000011-OXLEY HIGHWAY,1,2,20201209,State,341,3519.614434
0007705-NORTH STAR RD,1,3,20220525,Regional,342,6869.30425
0000635-OLD WINDSOR RD,1,3,20161111,State,343,2072.647637
"0000693-LENORE DR,OLD WALLGROVE RD",1,,20161107,State,344,120.350475
"0000169-BEXLEY RD,BAY ST",1,4,20160225,State,345,241.3210867
0004026-RIVERSIDE DR,1,3,20161128,State,346,2171.421168
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",2,1,20220525,Regional,347,6877.715633
0000005-GREAT WESTERN HIGHWAY,7,2,20130921,State,348,2047.869329
"0000609-THE HORSLEY DR,VICTORIA ST",2,3,20161107,State,349,1458.193818
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",3,2,20211028,Regional,350,8281.580225
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,2,20151203,State,351,10949.06294
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",3,2,20220212,Regional,352,3517.857636
0000133-KILLARNEY GAP RD,1,2,20220519,Regional,353,3468.927011
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,4,20150921,State,354,1038.416597
0000055-BLACK STUMP WAY,1,3,20211222,Regional,355,3546.664684
0000008-BARRIER HIGHWAY,1,1,20211210,State,356,10439.12852
"0000184-BELLS LINE OF RD,WINDSOR RD",1,3,20151130,State,357,482.8473355
0000635-OLD WINDSOR RD,2,2,20161111,State,358,1932.017402
0000030-CENTRAL COAST HIGHWAY,5,3,20201210,State,359,3719.847361
"0000237-CARGO RD,GOOLOOGONG RD,WARRADERRY WAY",1,1,20220203,Regional,360,10444.96311
"0000217-WANGI RD,LAKE RD",6,3,20160308,State,361,598.5866966
0000007-MITCHELL HIGHWAY,2,4,20210217,State,362,1186.160323
"0007745-HOGBIN DR,ARTHUR ST",1,2,20220628,Regional,363,1066.727229
0000690-NORWEST BVD,1,3,20170206,State,364,2287.187178
"0000085-BATLOW RD,JINGELLIC RD",1,1,20160124,State,365,28043.52627
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",2,3,20220204,Regional,366,14444.91469
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,3,20150922,State,367,1046.96943
0000011-OXLEY HIGHWAY,2,2,20210501,State,368,7008.888203
0007705-NORTH STAR RD,1,2,20220525,Regional,369,6984.79751
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",2,1,20211122,Regional,370,7161.2529
"0007181-OLD HUME HWY,BROUGHTON ST,MURRAY ST",1,4,20210921,Regional,371,2302.850422
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",1,2,20150910,State,372,10505.29624
0000410-KIDMAN WAY,1,3,20140905,State,373,7819.969844
0000552-CONARGO RD,1,3,20211104,Regional,374,31663.74763
"0000104-RICHARDSON RD,RAYMOND TERRACE RD",1,2,20140304,State,375,119.1852217
"0000061-HENRY PARKES WAY,THE ESCORT WAY",1,3,20140926,State,376,598.0511432
"0000184-BELLS LINE OF RD,WINDSOR RD",4,4,20151203,State,377,602.9352554
"0007335-BIRRELL ST,PENKIVIL ST,BENNETT ST",1,4,20210910,Regional,378,617.9147594
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,1,20211122,Regional,379,3659.573958
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",1,2,20220506,Regional,380,3522.646194
0007196-BEN LOMOND RD,1,4,20210922,Regional,381,241.3812291
0000073-THUNDERBOLTS WAY,2,2,20220523,Regional,382,3496.783458
"0000061-HENRY PARKES WAY,THE ESCORT WAY",1,2,20140926,State,383,3583.412957
0000007-MITCHELL HIGHWAY,3,2,20201025,State,384,3477.42458
"0004053-JOHN RENSHAW PWY,TIMOR RD",1,3,20220211,Regional,385,10545.12677
0000361-CLARENCE WAY,1,1,20220704,Regional,386,12094.19117
"0000095-PICTON RD,MT OUSLEY RD",1,3,20150206,State,387,484.0331419
"0007512-GOLLAN RD,MURONBUNG RD",1,2,20220201,Regional,388,3442.430819
0000314-SPRING DR,1,3,20160123,State,389,371.3330374
"0000370-ALBURY RD,KYWONG HOWLONG RD,LOCKHART RD",3,3,20211103,Regional,390,2446.76517
"0007145-JENKINS RD,OAKES RD,AIKEN RD",1,4,20210924,Regional,391,1208.450374
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,4,20150109,State,392,1429.870791
0007468-MONA ST,1,4,20211002,Regional,393,989.2700399
0000234-BANJO PATERSON WAY,1,1,20211217,Regional,394,3588.581999
0000005-GREAT WESTERN HIGHWAY,1,4,20151010,State,395,241.0462917
"0007160-GLENDENNING RD,LAMB ST,WOODSTOCK AV",1,3,20211001,Regional,396,360.9440335
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",3,2,20220212,Regional,397,3515.277531
"0000333-CARINDA RD,CUMBERDOON WAY",1,3,20220117,Regional,398,17638.9281
"0000688-WAGGA RD,MATE ST,WODONGA PL",1,3,20211110,Regional,399,4830.616353
0000029-KAMILAROI HIGHWAY,3,3,20220115,State,400,42020.96576
0000411-TIPPING WAY,1,2,20220205,Regional,401,6029.074032
0000154-THE NORTHERN ROAD,2,3,20161102,State,402,2172.043426
0000009-NEW ENGLAND HIGHWAY,2,3,20211114,State,403,9440.094376
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",1,4,20160222,State,404,241.8269906
"0000547-WALLA WALLA JINDERA RD,LOOKOUT RD",1,2,20211111,Regional,405,3711.422682
0000073-THUNDERBOLTS WAY,2,1,20220523,Regional,406,13309.79416
"0000134-DELUNGRA RD,BINGARA RD",1,2,20220520,Regional,407,3469.384538
0000278-WEE JASPER RD,1,3,20211028,Regional,408,5473.138129
0007709-GRAIN VALLEY RD,1,3,20220510,Regional,409,7033.891034
0000020-RIVERINA HIGHWAY,1,3,20160122,State,410,3702.666747
0000503-PUTTY ROAD,1,1,20150203,State,411,7198.068648
0000225-WISEMANS FERRY RD,1,1,20220420,Regional,412,3602.270881
"0007018-ADDISON RD,ALICE ST,LLEWELLYN ST",1,4,20211020,Regional,413,738.4599948
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,3,20151203,State,414,3156.496099
"0000674-THE ESPLANADE,HILLSBOROUGH RD,MEDCALF ST",1,5,20150107,State,415,717.089171
"0000091-MT DARRAGH RD,CATHCART RD",1,3,20211124,Regional,416,11240.71902
0000084-BURLEY GRIFFIN WAY,3,2,20140923,State,417,486.8272504
0006004-M4 WESTERN MOTORWAY,1,4,20161121,State,418,2168.64273
"0000321-KIDMAN WAY,RANKINS SPRINGS RD",2,2,20160120,State,419,3651.80057
0007751-WOY WOY RD,1,3,20220419,Regional,420,1559.884938
0000001-PRINCES HIGHWAY,2,1,20150320,State,421,1210.175514
0000009-NEW ENGLAND HIGHWAY,1,4,20211029,State,422,237.859088
"0007251-CENTENARY RD,SHERWOOD RD,WOODPARK RD",1,2,20210110,Regional,423,1204.593298
0000383-PILLIGA RD,1,3,20220330,Regional,424,10585.93034
"0000680-PEMBROKE RD,HAROLD ST,GLENFIELD RD",1,3,20161104,State,425,3029.485143
0000021-COBB HIGHWAY,1,2,20140904,State,426,477.8569141
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",3,2,20220207,Regional,427,11342.37575
0000576-DARBYS FALLS RD,1,2,20220203,Regional,428,3870.383325
"0007776-MANNING RIVER DR,VICTORIA ST,CHATHAM AV",1,3,20220428,Regional,429,4600.979242
0000017-NEWELL HIGHWAY,2,2,20150221,State,430,5035.333108
0007719-THUNDERBOLTS WAY,1,3,20220428,Regional,431,14098.47779
"0000609-THE HORSLEY DR,VICTORIA ST",1,2,20161107,State,432,241.19374
0000172-SYD EINFELD DRIVE,1,3,20150210,State,433,1084.210643
"0007610-YASS VALLEY WAY,COMUR ST,LAIDLAW ST",1,4,20211022,Regional,434,3788.072997
"0007344-KENNETH RD,BALGOWLAH RD",1,3,20211017,Regional,435,1905.785846
0000083-SUMMERLAND WAY,3,1,20150918,State,436,3406.581891
"0007207-SPINKS RD,FREEMANS REACH RD,TERRACE RD",1,2,20211006,Regional,437,3614.032133
"0000184-BELLS LINE OF RD,WINDSOR RD",2,2,20151130,State,438,120.2030763
0000002-HUME HIGHWAY,1,3,20140918,State,439,1205.861889
"0000105-NUNDLE RD,HUNTER RD,GUNDY RD",1,1,20220421,Regional,440,9984.725685
"0000630-LONDONDERRY RD,CASTLEREAGH RD,CRANEBROOK RD",2,2,20161102,State,441,2292.915216
0000056-LACHLAN VALLEY WAY,2,1,20150218,State,442,3623.216057
"0000641-PENSHURST ST,WILLOUGHBY RD",1,2,20161128,State,443,2416.259599
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,3,20220421,Regional,444,1932.672915
"0000256-ABERCROMBIE RD,TARALGA RD",1,4,20211123,Regional,445,610.7762389
"0007325-MAJORS BAY RD,LYONS RD W,HAMPDEN RD",1,4,20211005,Regional,446,2652.757613
"0000152-LAWRENCE RD,YAMBA RD",1,2,20220701,Regional,447,2867.370946
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,2,20151203,State,448,3644.133739
0000278-WEE JASPER RD,1,1,20211028,Regional,449,14699.6569
0000187-YETMAN RD,1,2,20220520,Regional,450,6915.59551
0000073-THUNDERBOLTS WAY,2,1,20220523,Regional,451,3467.665747
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,452,239.6055865
0000001-PRINCES HIGHWAY,3,3,20150320,State,453,2754.205466
0000055-BLACK STUMP WAY,1,2,20211222,Regional,454,28277.29276
0000087-MUTTAMA RD,1,2,20211025,Regional,455,14545.2783
0007205-BOUNDARY RD,2,1,20211016,Regional,456,1201.326134
"0000217-WANGI RD,LAKE RD",1,4,20160308,State,457,478.5671867
"0000082-NEWCASTLE LINK RD,NEWCASTLE RD,GRIFFITHS RD",1,3,20150108,State,458,716.7046224
"0000546-GARFIELD RD W,GARFIELD RD E",1,3,20151211,State,459,1924.768179
"0007636-HIGHLAND WAY,PENROSE RD",1,1,20211213,Regional,460,8098.890069
0000016-BRUXNER HIGHWAY,2,3,20140218,State,461,1140.012344
0000258-WOMBEYAN CAVES RD,1,3,20211213,Regional,462,2062.421004
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,3,20150701,State,463,955.8718041
0007731-ILUKA RD,1,1,20220701,Regional,464,10318.39037
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,465,2614.6126
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,5,20150921,State,466,115.2839004
0000398-MARY GILMORE WAY,3,2,20211023,Regional,467,3624.566835
0000368-THE SPRINGS RD,1,2,20211030,Regional,468,7126.887129
0000007-MITCHELL HIGHWAY,3,3,20201025,State,469,3504.053088
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,470,3611.121697
"0000358-COULSONS CREEK RD,MERRIWA RD",1,1,20220405,Regional,471,7080.727285
"0000237-CARGO RD,GOOLOOGONG RD,WARRADERRY WAY",2,4,20220203,Regional,472,1559.325652
0000017-NEWELL HIGHWAY,1,2,20150220,State,473,7322.240848
0000341-BARHAM RD,1,2,20211109,Regional,474,5598.239164
"0000166-BURNS BAY RD,CENTENNIAL AV",1,4,20161123,State,475,1933.984409
0000005-GREAT WESTERN HIGHWAY,11,3,20130921,State,476,4933.012267
"0007251-CENTENARY RD,SHERWOOD RD,WOODPARK RD",1,3,20210110,Regional,477,3310.167284
0002098-PITT ST,1,3,20210924,Regional,478,595.388217
0000286-KOSCIUSZKO RD,1,2,20140927,State,479,372.2693438
0000507-CARRIGAN RD,1,4,20220403,Regional,480,31388.08648
"0000514-OXLEY RD,MAUDE RD",1,3,20211106,Regional,481,93925.83613
0000165-WESTERN DISTRIBUTOR,4,2,20161124,State,482,1203.954153
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",3,3,20160222,State,483,1572.346776
"0000460-PLUMMERS LANE,GREGORY ST",1,4,20220708,Regional,484,584.569352
0000001-PRINCES HIGHWAY,2,3,20150320,State,485,1569.653865
0000205-JOHN RENSHAW PWY,1,3,20211221,Regional,486,4707.930305
"0007481-DARCY RD,PARK PDE,HAWKESBURY RD",1,3,20211001,Regional,487,1324.19284
0007205-BOUNDARY RD,2,1,20211016,Regional,488,1205.250528
0000027-GOLDEN HIGHWAY,2,2,20201212,State,489,3422.956546
0000094-WAKOOL RD,1,3,20211109,Regional,490,22990.98887
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,4,20150921,State,491,115.0579528
0000013-CUMBERLAND HIGHWAY,4,3,20161118,State,492,4942.467348
0000016-BRUXNER HIGHWAY,2,4,20140219,State,493,2147.741764
0000018-CASTLEREAGH HIGHWAY,3,3,20150915,State,494,7663.181926
"0007519-MENDOORAN RD,FOREST RD",1,2,20211221,Regional,495,3428.410234
0000173-NEW SOUTH HEAD RD,1,3,20160311,State,496,1447.253763
"0000272-TATHRA BERMAGUI RD,TATHRA RD,WALLAGA LAKE RD",1,3,20211204,Regional,497,5122.429876
"0000231-WYALONG RD,LAKE RD",1,4,20211031,Regional,498,3595.46337
0000083-SUMMERLAND WAY,2,4,20150921,State,499,345.3512043
"0000082-NEWCASTLE LINK RD,NEWCASTLE RD,GRIFFITHS RD",1,2,20150108,State,500,357.3626044
0000579-GAP RD,1,3,20220507,Regional,501,4053.510828
0000396-WARRUMBUNGLES WAY,1,3,20211221,Regional,502,684.8456331
"0000184-BELLS LINE OF RD,WINDSOR RD",2,3,20161124,State,503,482.6395772
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,3,20150922,State,504,700.2847522
0007705-NORTH STAR RD,1,2,20220525,Regional,505,10173.86868
"0000245-FOREST RD,MILLTHORPE RD",1,3,20150325,State,506,3002.982335
0000004-SNOWY MOUNTAINS HIGHWAY,2,4,20201110,State,507,1597.054963
"0000162-MONA VALE RD,LANE COVE RD,RYDE RD",1,3,20150126,State,508,2766.856343
0000030-CENTRAL COAST HIGHWAY,5,4,20201210,State,509,2756.648956
0006003-M1 PACIFIC MOTORWAY,1,2,20160309,State,510,2639.766803
0000309-JAMES RUSE DR,1,4,20161118,State,511,1934.105438
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,1,20150110,State,512,120.3821804
0000001-PRINCES HIGHWAY,1,2,20150320,State,513,1207.980869
0000512-HEATHCOTE RD,2,3,20160203,State,514,362.2813575
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,1,20151202,State,515,368.4413245
"0000217-WANGI RD,LAKE RD",1,3,20160308,State,516,477.5329058
0000004-SNOWY MOUNTAINS HIGHWAY,1,1,20201110,State,517,22422.44457
0000006-MID WESTERN HIGHWAY,2,4,20140901,State,518,843.0553833
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",2,2,20220204,Regional,519,7225.226336
"0007197-WILLIAMSON RD,HENDERSON RD",1,3,20210922,Regional,520,1208.962204
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,3,20140923,State,521,3630.227448
0000003-FEDERAL HIGHWAY,1,2,20130923,State,522,3658.141117
0000161-GALSTON RD,1,3,20161201,State,523,2773.268247
0000010-PACIFIC HIGHWAY,15,4,20211021,State,524,3556.261117
0000021-COBB HIGHWAY,1,1,20140915,State,525,26010.11846
0004005-WEST HEAD RD,1,1,20161201,State,526,7107.426078
"0000095-PICTON RD,MT OUSLEY RD",1,3,20141221,State,527,6195.390008
0000669-PORT HACKING RD,1,3,20160223,State,528,2662.917538
0000087-MUTTAMA RD,1,3,20211025,Regional,529,11205.31283
0000295-FIVE ISLANDS RD,1,2,20160303,State,530,242.5396835
0000084-BURLEY GRIFFIN WAY,1,2,20140923,State,531,8881.357359
0000010-PACIFIC HIGHWAY,8,4,20211104,State,532,3539.994931
0000056-LACHLAN VALLEY WAY,2,2,20150218,State,533,32450.43825
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,534,2290.382443
0000009-NEW ENGLAND HIGHWAY,19,2,20150917,State,535,298.9884667
"0006007-M1 EASTERN DISTRIBUTOR, CAHILL EXPRESSWAY",1,4,20210624,State,536,5443.336018
"0000599-EASTERN VALLEY WAY,MILLER ST,STRATHALLEN AV",1,2,20161128,State,537,1207.830091
0000074-ARMIDALE RD,1,4,20220630,Regional,538,924.2942937
0000310-CANOWINDRA RD,1,2,20150218,State,539,15172.49123
0000002-HUME HIGHWAY,2,3,20140918,State,540,5719.450456
0000028-CARNARVON HIGHWAY,1,3,20140225,State,541,3423.393241
"0007776-MANNING RIVER DR,VICTORIA ST,CHATHAM AV",1,3,20220428,Regional,542,355.0430757
0000022-SILVER CITY HIGHWAY,1,3,20140910,State,543,3602.311944
0000022-SILVER CITY HIGHWAY,1,3,20140910,State,544,3590.489857
"0000125-URANA RD,MAHONGA RD",1,1,20211110,Regional,545,5782.942607
0000010-PACIFIC HIGHWAY,15,2,20211021,State,546,477.9798463
0000002-HUME HIGHWAY,2,2,20140918,State,547,3635.128229
0000021-COBB HIGHWAY,1,3,20140903,State,548,28111.80135
"0007190-JUNCTION RD,BROUGHTON ST,ROSE PAYTEN DR",1,3,20210922,Regional,549,1328.351967
0000009-NEW ENGLAND HIGHWAY,6,3,20211101,State,550,2558.762597
0000004-SNOWY MOUNTAINS HIGHWAY,2,3,20201110,State,551,1963.783678
0000001-PRINCES HIGHWAY,3,1,20150320,State,552,3688.899581
0000160-OLD NORTHERN RD,1,5,20160114,State,553,120.6379084
"0000079-BRAIDWOOD RD,GOULBURN RD",1,1,20151202,State,554,6497.588529
0006003-M1 PACIFIC MOTORWAY,2,3,20160309,State,555,359.5417968
0000001-PRINCES HIGHWAY,3,1,20150320,State,556,3752.556552
"0000600-OCEAN DR,HASTINGS RIVER DR",1,3,20220627,Regional,557,2818.527185
"0000068-POONCARIE RD,BOURKE WILCANNIA RD,WEST WILCANNIA RD",1,3,20211107,Regional,558,21751.54367
0000001-PRINCES HIGHWAY,3,1,20150320,State,559,11206.89433
0000018-CASTLEREAGH HIGHWAY,3,2,20150925,State,560,10598.01473
0000455-PEATS RIDGE RD,1,3,20220420,Regional,561,3606.230422
"0000272-TATHRA BERMAGUI RD,TATHRA RD,WALLAGA LAKE RD",1,3,20211204,Regional,562,3118.646187
0007209-MARCH ST,1,2,20210925,Regional,563,820.2496732
0000022-SILVER CITY HIGHWAY,2,2,20140911,State,564,3495.787157
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",1,3,20150219,State,565,3163.609327
"0007061-HUNTLEY ST,COLLINS ST,BOURKE RD",1,3,20211020,Regional,566,241.3871154
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",3,3,20161108,State,567,484.017769
0000381-JUGIONG RD,1,1,20211022,Regional,568,3656.242838
"0007519-MENDOORAN RD,FOREST RD",1,3,20220201,Regional,569,7685.310993
"0000254-WHITTON STOCK ROUTE RD,WHITTON RD",1,2,20211029,Regional,570,5469.926739
"0000674-THE ESPLANADE,HILLSBOROUGH RD,MEDCALF ST",1,3,20150107,State,571,1073.192812
"0000104-RICHARDSON RD,RAYMOND TERRACE RD",1,3,20140304,State,572,1311.032782
"0000130-WERRIS CREEK RD,DURI RD",1,4,20220509,Regional,573,936.1856515
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,1,20151208,State,574,120.5211482
0000677-ALPINE WAY,1,1,20150206,State,575,62919.04505
"0002036-OURIMBAH RD,ERNEST ST,GERARD ST",1,3,20211019,Regional,576,383.4218879
0000004-SNOWY MOUNTAINS HIGHWAY,2,2,20201110,State,577,11081.91318
0000021-COBB HIGHWAY,1,3,20140903,State,578,40923.23227
0000515-WALLGROVE RD,1,3,20161107,State,579,5198.440803
0000398-MARY GILMORE WAY,2,2,20211023,Regional,580,7389.579993
"0000178-NARELLAN RD,CAMDEN VALLEY WAY",1,3,20160202,State,581,2293.8273
0000640-WOODVILLE RD,1,3,20160219,State,582,9111.06706
0000004-SNOWY MOUNTAINS HIGHWAY,2,2,20201110,State,583,14711.27222
0000008-BARRIER HIGHWAY,1,1,20140909,State,584,3534.12747
0000029-KAMILAROI HIGHWAY,3,3,20220115,State,585,10515.14542
0000028-CARNARVON HIGHWAY,1,2,20140225,State,586,3338.275595
0000018-CASTLEREAGH HIGHWAY,1,4,20150914,State,587,1190.025753
0000005-GREAT WESTERN HIGHWAY,2,,20130921,State,588,120.2674755
0000006-MID WESTERN HIGHWAY,1,1,20140901,State,589,601.937424
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,3,20150109,State,590,715.5687706
0000027-GOLDEN HIGHWAY,2,2,20201212,State,591,3543.56764
0000073-THUNDERBOLTS WAY,2,1,20220523,Regional,592,3478.77944
"0000301-CLARENCE TOWN RD,SEAHAM RD",1,2,20220504,Regional,593,12762.90476
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,2,20220421,Regional,594,3592.575288
"0000328-WARRINGAH RD,BOUNDARY ST",1,3,20161130,State,595,3608.943896
0000020-RIVERINA HIGHWAY,1,2,20160122,State,596,10986.08001
"0000168-FOREST RD,AIRPORT DR,MARSH ST",2,3,20160310,State,597,1205.903026
"0000194-GENERAL HOLMES DR,THE GRAND PDE",1,3,20160225,State,598,1209.628267
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,5,20160307,State,599,238.0323199
"0007301-MOORE PARK RD,FOVEAUX ST",2,3,20211019,Regional,600,361.7388474
"0000208-WOLLAR RD,BYLONG VALLEY WAY",1,2,20220209,Regional,601,3566.247289
0000669-PORT HACKING RD,1,2,20160223,State,602,1272.193669
"0007316-LILYFIELD RD,GORDON ST",1,3,20211008,Regional,603,1998.719046
0000005-GREAT WESTERN HIGHWAY,7,3,20130921,State,604,1207.445429
0000006-MID WESTERN HIGHWAY,2,2,20140901,State,605,14212.85576
0000025-ILLAWARRA HIGHWAY,3,2,20210227,State,606,2428.3386
"0000261-MOSS VALE RD,SHEEPWASH RD,KANGALOON RD",2,2,20160304,State,607,12416.69657
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,5,20160307,State,608,238.1106898
"0000540-HOGBIN DR,LYONS RD,FIRST AV",1,2,20220602,Regional,609,1163.05245
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,3,20211111,Regional,610,3673.202743
0000027-GOLDEN HIGHWAY,2,2,20201212,State,611,3424.558665
0000055-BLACK STUMP WAY,1,3,20211222,Regional,612,3531.917983
0000012-GWYDIR HIGHWAY,3,4,20210504,State,613,1037.424359
0000133-KILLARNEY GAP RD,1,2,20220519,Regional,614,3473.7203
"0007256-TOONGABBIE RD,CORNELIA RD,PORTIA RD",1,3,20210923,Regional,615,4792.381234
0000133-KILLARNEY GAP RD,1,3,20220519,Regional,616,3463.025142
0000014-STURT HIGHWAY,2,3,20201029,State,617,7418.721276
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,1,20211122,Regional,618,9365.877591
0000154-THE NORTHERN ROAD,1,3,20161102,State,619,2171.980604
0000335-WYONG RD,1,4,20150107,State,620,2119.337714
0000141-KYOGLE RD,1,3,20220528,Regional,621,3414.960848
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",3,4,20211028,Regional,622,853.0038702
0002106-HASSALL ST,1,2,20210920,Regional,623,267.5984333
0000635-OLD WINDSOR RD,2,3,20161111,State,624,1569.451541
0002111-MILLER ST,1,4,20211019,Regional,625,1218.18766
"0007514-COCKIES RD,NYNGAN RD",1,2,20220207,Regional,626,4299.06539
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,2,20140925,State,627,242.3661721
0006003-M1 PACIFIC MOTORWAY,1,3,20160307,State,628,11155.16839
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",2,2,20220506,Regional,629,4332.33883
0000011-OXLEY HIGHWAY,1,2,20201209,State,630,10504.45392
0000648-COWPASTURE RD,2,,20160202,State,631,242.108999
"0000068-POONCARIE RD,BOURKE WILCANNIA RD,WEST WILCANNIA RD",2,4,20211107,Regional,632,3611.564318
"0000514-OXLEY RD,MAUDE RD",1,4,20211106,Regional,633,1941.011401
0000350-THE BOGAN WAY,2,3,20220202,Regional,634,23214.05365
0007195-DENHAM COURT RD,1,3,20210928,Regional,635,645.5061446
0000006-MID WESTERN HIGHWAY,1,2,20140901,State,636,3605.554352
0000232-BOONANGAR RD,1,4,20220403,Regional,637,799.0627264
0000539-WHITTON DARLINGTON POINT RD,1,3,20211029,Regional,638,14617.70494
0000021-COBB HIGHWAY,1,2,20140915,State,639,1307.098707
0000016-BRUXNER HIGHWAY,1,2,20140218,State,640,1140.745313
0000005-GREAT WESTERN HIGHWAY,1,2,20151010,State,641,241.2858877
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,642,6932.54155
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,643,1780.896816
"0000692-THE LAKES WAY,FAILFORD RD,MANNING ST",1,4,20151012,State,644,1541.978834
"0000363-BERRIGAN RD,COBRAM RD",1,3,20211118,Regional,645,5919.63074
0000021-COBB HIGHWAY,1,3,20140915,State,646,21151.79139
0000278-WEE JASPER RD,1,2,20211028,Regional,647,3670.823928
0000019-MONARO HIGHWAY,1,2,20150512,State,648,3767.024759
0000001-PRINCES HIGHWAY,11,2,20150320,State,649,3658.979275
"0000600-OCEAN DR,HASTINGS RIVER DR",1,4,20220516,Regional,650,587.4398798
0000075-ARMIDALE RD,1,1,20220628,Regional,651,26174.47058
0000084-BURLEY GRIFFIN WAY,2,2,20140923,State,652,7031.482913
0000007-MITCHELL HIGHWAY,3,1,20201025,State,653,3525.07208
0000084-BURLEY GRIFFIN WAY,4,3,20140923,State,654,1939.756154
"0000261-MOSS VALE RD,SHEEPWASH RD,KANGALOON RD",1,2,20160304,State,655,5363.025419
0000010-PACIFIC HIGHWAY,8,2,20211104,State,656,3420.641496
